link_id,entity_id,label_isFraud,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,tx_day_int
130,0,0,378,PAYMENT,2057.12,C1566092851,207461.0,205403.88,M700227105,0.0,0.0,0,0,15
131,0,0,304,PAYMENT,11468.56,C1199129356,0.0,0.0,M883321085,0.0,0.0,0,0,12
132,0,0,37,PAYMENT,3071.45,C268287346,0.0,0.0,M1048669747,0.0,0.0,0,0,1
133,0,1,618,CASH_OUT,1743864.1,C1063377815,1743864.1,0.0,C674523745,145959.55,1889823.65,1,0,25
134,0,1,613,TRANSFER,327791.14,C1234242622,327791.14,0.0,C1163640582,0.0,0.0,1,0,25
135,0,0,301,CASH_OUT,102035.44,C1136448739,3054.0,0.0,C2139606278,225774.68,327810.13,0,0,12
136,0,0,155,PAYMENT,35336.4,C1982372097,164788.53,129452.13,M174839704,0.0,0.0,0,0,6
137,0,0,346,CASH_IN,237313.92,C696342756,8298967.16,8536281.08,C1711866495,296893.97,59580.05,0,0,14
138,0,0,187,CASH_OUT,89285.95,C530800089,0.0,0.0,C1209667769,2374527.8,2304984.97,0,0,7
139,0,0,205,CASH_OUT,187930.28,C1739966723,51345.0,0.0,C440045161,0.0,187930.28,0,0,8
140,0,0,35,CASH_IN,98760.69,C780865167,83426.04,182186.73,C1180474362,0.0,0.0,0,0,1
141,0,0,19,PAYMENT,1882.97,C975876171,121106.81,119223.84,M1336781959,0.0,0.0,0,0,0
142,0,0,396,CASH_IN,15150.49,C1088448264,5706815.16,5721965.65,C1481135290,1672176.94,1657026.45,0,0,16
143,0,0,138,PAYMENT,3104.64,C622132582,0.0,0.0,M1278179860,0.0,0.0,0,0,5
144,0,1,79,CASH_OUT,1619331.51,C1899697178,1619331.51,0.0,C553920581,0.0,1619331.51,1,0,3
145,0,0,138,PAYMENT,18001.21,C195987954,30071.0,12069.79,M1707887475,0.0,0.0,0,0,5
146,0,0,130,PAYMENT,8407.07,C28943252,0.0,0.0,M2006588997,0.0,0.0,0,0,5
147,0,0,166,PAYMENT,2754.52,C1015677646,204436.0,201681.48,M542506559,0.0,0.0,0,0,6
148,0,0,191,CASH_IN,160309.5,C1656780051,20495003.44,20655312.93,C1163897234,484228.02,323918.53,0,0,7
149,0,0,332,CASH_IN,169817.18,C1706976953,1863.99,171681.18,C227726310,184061.17,14243.99,0,0,13
150,0,0,9,CASH_OUT,324830.02,C332390718,0.0,0.0,C1284149862,2341581.23,2666411.25,0,0,0
151,0,1,377,CASH_OUT,434006.52,C934940485,434006.52,0.0,C534184245,1381449.3,1815455.82,1,0,15
152,0,1,156,TRANSFER,822361.52,C2086963395,822361.52,0.0,C1551302836,0.0,0.0,1,0,6
153,0,1,97,CASH_OUT,5624.02,C690034207,5624.02,0.0,C1902968473,204072.3,209696.33,1,0,4
154,0,1,132,CASH_OUT,768520.15,C1376162995,768520.15,0.0,C471258515,218306.5,986826.65,1,0,5
155,0,0,229,CASH_IN,96363.11,C159003281,1796934.72,1893297.84,C1983595443,9851288.34,9754925.22,0,0,9
156,0,0,396,CASH_IN,60284.94,C785088802,7766193.67,7826478.61,C111768711,263540.08,203255.14,0,0,16
157,0,0,43,CASH_OUT,200365.15,C536395308,46200.0,0.0,C1047031032,150176.7,350541.84,0,0,1
158,0,0,203,CASH_OUT,92917.08,C1746653010,97801.0,4883.92,C1206749493,0.0,92917.08,0,0,8
159,0,1,179,TRANSFER,1494831.65,C1705883896,1494831.65,0.0,C258215915,0.0,0.0,1,0,7
160,0,0,18,TRANSFER,1697127.48,C736805271,0.0,0.0,C361663108,3325251.94,5022379.42,0,0,0
161,0,0,371,PAYMENT,5513.33,C2118384348,59348.0,53834.67,M1117985741,0.0,0.0,0,0,15
162,0,0,44,PAYMENT,7938.84,C1227489325,10278.0,2339.16,M662607968,0.0,0.0,0,0,1
163,0,1,590,CASH_OUT,498183.25,C104610866,498183.25,0.0,C1054580696,107993.04,606176.29,1,0,24
164,0,1,250,TRANSFER,156039.36,C1442710040,156039.36,0.0,C1844625482,0.0,0.0,1,0,10
165,0,1,86,TRANSFER,88649.1,C1043173812,88649.1,0.0,C1425524479,0.0,0.0,1,0,3
166,0,0,163,CASH_IN,335527.09,C1628827866,2431169.3,2766696.39,C1175711186,485228.09,149701.0,0,0,6
167,0,1,361,TRANSFER,1082308.05,C39420818,1082308.05,0.0,C105774839,0.0,0.0,1,0,15
168,0,1,340,TRANSFER,4896179.38,C1482401390,4896179.38,0.0,C1010534882,0.0,0.0,1,0,14
169,0,0,396,CASH_IN,113737.35,C1103826541,1075788.98,1189526.33,C672747405,3064863.16,2951125.8,0,0,16
170,0,0,210,PAYMENT,12025.11,C2009456615,11371.0,0.0,M1285368718,0.0,0.0,0,0,8
171,0,0,617,CASH_OUT,109669.12,C1335215128,0.0,0.0,C1824306774,283244.98,392914.1,0,0,25
172,0,0,209,CASH_IN,164401.15,C195723616,208068.0,372469.15,C1411840028,768021.19,603620.04,0,0,8
173,0,0,404,PAYMENT,2981.99,C412398273,0.0,0.0,M1561708343,0.0,0.0,0,0,16
174,0,0,34,CASH_OUT,159584.08,C950237159,0.0,0.0,C97729653,3453403.72,3785945.27,0,0,1
175,0,0,210,CASH_IN,101523.41,C909691134,2643640.45,2745163.86,C1146146269,197992.94,96469.53,0,0,8
176,0,0,329,CASH_OUT,282960.67,C1550109168,51772.0,0.0,C396148165,16161292.14,16444252.82,0,0,13
177,0,1,274,TRANSFER,379057.93,C1259154516,379057.93,0.0,C605861761,0.0,0.0,1,0,11
178,0,0,306,CASH_OUT,331956.63,C133658522,27111.0,0.0,C755403549,170551.79,502508.42,0,0,12
179,0,1,580,CASH_OUT,835770.84,C928957738,835770.84,0.0,C1615749242,1490979.17,2326750.01,1,0,24
180,0,0,225,CASH_IN,148040.98,C1154452378,5783136.62,5931177.6,C1664790150,215232.27,0.0,0,0,9
181,0,0,187,CASH_IN,98615.93,C1026586339,14459.0,113074.93,C1427686474,0.0,0.0,0,0,7
182,0,1,19,TRANSFER,10000000.0,C416779475,11861008.32,1861008.32,C380259496,0.0,0.0,1,0,0
183,0,0,11,CASH_OUT,551366.93,C127090726,379262.84,0.0,C883841715,1599351.88,2672567.09,0,0,0
184,0,0,133,TRANSFER,916136.11,C1953923751,0.0,0.0,C640243026,2492163.22,3408299.33,0,0,5
185,0,1,90,TRANSFER,1182557.97,C787624212,1182557.97,0.0,C707993034,0.0,0.0,1,0,3
186,0,0,131,PAYMENT,19317.53,C127130261,187459.0,168141.47,M1196139291,0.0,0.0,0,0,5
187,0,0,255,PAYMENT,29987.23,C558943536,20056.0,0.0,M36679418,0.0,0.0,0,0,10
188,0,0,252,TRANSFER,130308.15,C767616969,0.0,0.0,C602903274,1116176.73,1246484.87,0,0,10
189,0,0,330,CASH_IN,363343.08,C1671348218,724532.0,1087875.08,C860893445,0.0,0.0,0,0,13
190,0,0,162,CASH_IN,63968.8,C318099157,35624.0,99592.8,C1683047283,0.0,0.0,0,0,6
191,0,0,280,CASH_OUT,152592.97,C1875982301,1114.0,0.0,C264870803,78565.38,231158.35,0,0,11
192,0,1,399,CASH_OUT,205170.29,C1048601853,205170.29,0.0,C1408847191,12555586.13,12760756.42,1,0,16
193,0,1,444,TRANSFER,440581.15,C1297114741,440581.15,0.0,C1962820602,0.0,0.0,1,0,18
194,0,0,164,PAYMENT,5180.9,C532886403,176300.04,171119.14,M30672823,0.0,0.0,0,0,6
195,0,0,166,CASH_OUT,377870.71,C481614387,0.0,0.0,C44789241,634487.13,1012357.83,0,0,6
196,0,1,541,CASH_OUT,107320.81,C1750249599,107320.81,0.0,C1535674446,289571.44,396892.25,1,0,22
197,0,1,36,TRANSFER,32382.96,C1291212648,32382.96,0.0,C301302016,0.0,0.0,1,0,1
198,0,0,19,CASH_OUT,67754.76,C2006572673,124678.07,56923.3,C1912703909,277737.01,1319960.94,0,0,0
199,0,1,736,CASH_OUT,172915.56,C962323728,172915.56,0.0,C1193568854,7674508.7,7847424.27,1,0,30
200,0,1,668,TRANSFER,7539165.76,C64015154,7539165.76,0.0,C1744865437,0.0,0.0,1,0,27
201,0,1,385,CASH_OUT,620512.76,C2009642313,620512.76,0.0,C826590621,0.0,620512.76,1,0,16
202,0,1,148,TRANSFER,99168.97,C193359947,99168.97,0.0,C1492417626,0.0,0.0,1,0,6
203,0,0,36,PAYMENT,2960.23,C757572036,0.0,0.0,M1607055603,0.0,0.0,0,0,1
204,0,0,208,CASH_OUT,23424.55,C514709514,11256.0,0.0,C129942530,19059.78,42484.33,0,0,8
205,0,0,234,CASH_IN,7720.74,C38984576,20861.0,28581.74,C1682500462,42010.56,34289.82,0,0,9
206,0,0,17,CASH_IN,56360.75,C1760084265,3613757.92,3670118.68,C1448229649,84181.49,27820.74,0,0,0
207,0,0,136,CASH_IN,165208.97,C1071938191,16128.0,181336.97,C879827419,230810.53,98842.89,0,0,5
208,0,0,306,PAYMENT,4013.43,C1376203055,24681.0,20667.57,M120601890,0.0,0.0,0,0,12
209,0,0,298,CASH_IN,75882.6,C1943009058,5618573.33,5694455.93,C1780206342,1307746.02,1231863.42,0,0,12
210,0,1,367,TRANSFER,362672.57,C903484940,362672.57,0.0,C1036408252,0.0,0.0,1,0,15
211,0,0,500,TRANSFER,1055474.07,C983004932,0.0,0.0,C425164123,5138778.53,6194252.6,0,0,20
212,0,0,182,CASH_IN,40745.48,C213194402,5978482.41,6019227.89,C1436656399,162423.26,121677.78,0,0,7
213,0,0,19,CASH_OUT,77770.88,C399671303,188.0,0.0,C632676447,0.0,77770.88,0,0,0
214,0,0,131,CASH_OUT,106159.01,C693551470,175.0,0.0,C1082842431,0.0,106159.01,0,0,5
215,0,0,255,PAYMENT,4790.54,C395149206,342452.47,337661.93,M574923900,0.0,0.0,0,0,10
216,0,0,525,PAYMENT,3722.11,C1838576617,11126.15,7404.04,M513468531,0.0,0.0,0,0,21
217,0,0,40,PAYMENT,1805.74,C1803097829,0.0,0.0,M1540520174,0.0,0.0,0,0,1
218,0,1,583,CASH_OUT,2149658.47,C538317086,2149658.47,0.0,C1665512792,0.0,2149658.47,1,0,24
219,0,0,180,TRANSFER,824768.63,C617885410,0.0,0.0,C1989252169,1318191.52,2142960.15,0,0,7
220,0,1,294,TRANSFER,219110.27,C662565017,219110.27,0.0,C352364019,0.0,0.0,1,0,12
221,0,0,308,CASH_OUT,425019.25,C1236878622,0.0,0.0,C606904106,847038.0,1272057.25,0,0,12
222,0,1,318,CASH_OUT,756426.12,C1801267260,756426.12,0.0,C1693181403,1612984.89,2369411.01,1,0,13
223,0,0,400,CASH_OUT,112209.1,C644563725,50263.0,0.0,C891604587,398860.75,511069.86,0,0,16
224,0,0,34,TRANSFER,202492.13,C658421636,0.0,0.0,C1134566569,404799.48,607291.62,0,0,1
225,0,1,232,TRANSFER,570135.07,C1797062826,570135.07,0.0,C1005190137,0.0,0.0,1,0,9
226,0,1,438,CASH_OUT,27286.66,C2119382172,27286.66,0.0,C2024067426,11633.47,38920.14,1,0,18
227,0,0,347,CASH_OUT,214660.85,C338223452,0.0,0.0,C730911698,375848.36,590509.2,0,0,14
228,0,0,119,TRANSFER,1050.09,C1387268644,18484.0,17433.91,C711869693,897.34,1947.43,0,0,4
229,0,0,664,CASH_IN,206168.43,C1833056648,206135.0,412303.43,C1239707538,6038170.69,5832002.26,0,0,27
230,0,1,249,TRANSFER,271229.8,C681064264,271229.8,0.0,C1608941213,0.0,0.0,1,0,10
231,0,0,372,CASH_OUT,255337.27,C567371441,0.0,0.0,C1912504840,941324.61,1196661.88,0,0,15
232,0,0,191,TRANSFER,668342.41,C1612700700,0.0,0.0,C1374261829,1993976.64,2662319.06,0,0,7
233,0,0,40,PAYMENT,3068.74,C2134023268,0.0,0.0,M52460468,0.0,0.0,0,0,1
234,0,1,554,TRANSFER,346795.44,C1744798972,346795.44,0.0,C815065594,0.0,0.0,1,0,23
235,0,0,187,CASH_OUT,195173.69,C467279321,0.0,0.0,C1566308828,2439404.84,2634578.53,0,0,7
236,0,0,214,PAYMENT,7186.33,C820430126,10518.0,3331.67,M1741001361,0.0,0.0,0,0,8
237,0,0,325,CASH_IN,5862.7,C474835334,35977.0,41839.7,C1337814277,854599.53,848736.83,0,0,13
238,0,0,253,PAYMENT,460.19,C380752204,0.0,0.0,M198333046,0.0,0.0,0,0,10
239,0,1,660,TRANSFER,14360.12,C402057107,14360.12,0.0,C1957774921,0.0,0.0,1,0,27
240,0,1,212,CASH_OUT,927620.44,C36961525,927620.44,0.0,C1313128046,0.0,927620.44,1,0,8
241,0,1,328,CASH_OUT,474467.2,C1621566840,474467.2,0.0,C1076657596,121181.01,295538.25,1,0,13
242,0,0,301,CASH_IN,297535.8,C1874029921,28951.0,326486.8,C1353523777,753470.93,455935.13,0,0,12
243,0,0,312,PAYMENT,359.46,C1247738404,4006.0,3646.54,M134535345,0.0,0.0,0,0,13
